PC1,PC2,spectral_cluster,dbscan_cluster
-0.1987320513522558,-0.2884231189427427,1,3
-0.4807504664783112,0.6379283356457679,2,0
-1.2278700487609928,1.80769014962501,0,1
0.0700100230253921,-0.3821758126483999,1,3
-0.4863259279394359,-0.4086181002628231,1,3
1.4332585881563145,-0.3103602737684803,2,3
-1.117409411255066,-0.4378915577733441,1,3
1.0114292488328522,-0.2951074085299653,2,3
0.9887478900301158,-0.3073182254831903,2,3
1.1070433410022733,-0.263214600868299,2,3
0.4934916533233019,-0.3942665197952267,2,3
0.9309562743074966,-0.3642408186567037,2,3
1.6489668857141675,-0.2900286308082154,2,3
-0.4935898446616258,-0.4263308586713789,1,3
-0.2897700325236145,0.4831745244627299,2,0
1.7548071371107017,-0.2441995773452187,2,3
0.6915019378210024,-0.3640314857592369,2,3
0.7672872666443495,-0.3286401183428614,2,3
-0.5401388776381463,-0.4828209852196481,1,3
1.2019960096645512,-0.2549976228942405,2,3
-1.0900007522555348,-0.4334321799221977,1,3
-0.6619968021693606,0.5054999061151078,2,0
-0.1513773805093724,-0.4612498768934468,1,3
0.7417181314995649,-0.3207672819358469,2,3
0.2852046037100587,-0.3724328870694154,2,3
-0.66442302796582,-0.4896904298209839,1,3
0.0716247714117398,-0.2649115808534357,1,3
-0.7447275271656159,-0.3772563643674781,1,3
-0.3193982749184074,-0.4668399569276077,1,3
0.8980445846205345,-0.3065020476570462,2,3
-0.7451396739154462,-0.3773234204787475,1,3
1.1793543910987814,-0.32491402078101,2,3
-2.518940221121558,1.7674692997870338,0,1
-2.1112023257512025,0.9547996958844802,0,1
-0.8824307668121779,0.6073923098663389,2,0
-1.5986723361445916,-0.563735269981569,1,3
1.4470572629228653,-0.289286135583145,2,3
2.109765140111851,-0.2545568593421685,2,3
-0.1011084141807539,-0.3929893134195535,1,3
1.025545429262344,-0.2809232885640655,2,3
-1.298092289385394,-0.4672885897415827,1,3
-0.0332552967113794,0.6365841657652581,2,0
0.152316657251861,-0.3964641080116501,1,3
-1.3838975793600872,1.17979757429166,0,1
-0.8193086734464524,0.5030017445868504,2,0
-2.9314770759126985,0.9280070094948544,0,1
-0.2826852861541071,-0.5100322293027552,1,3
0.2877382115400946,-0.3837176368264742,2,3
-0.9852140337767674,-0.4812889329840177,1,3
0.4894850923761848,-0.4274676957765875,2,3
0.4849743708298917,-0.3973437468138939,2,3
1.7633979762262315,-0.2771212589861109,2,3
-2.1207099318646816,1.6637727819749089,0,1
-1.7970907063412331,1.3500332756721598,0,1
